id,description,title
138156,"Welche Projekte der Heinrich Böll Stiftung wurden zwischen 2016 und 2018 in << Adresse entfernt >> und den palästinensischen Gebieten (Westjordanland und Gaza) durch das Bundesministerium für Umwelt finanziert? Bitte die Projekte nach ihrem Anfangsjahr, ggf. Endjahr, Budget, lokalen zivilgesellschaftlichen Partnern aufschlüsseln. Bitte hinweisen, ob die Gelder frei verwendet werden können oder projektbezogen sind.",Heinrich Böll Stiftung- Projektfinanzierung
173544,Eine Aufstellung aller im Einsatz oder in Ausbildung befindlichen Polizeihunde Hessens unter Angabe von Rasse und Namen der Tiere.,Auflistung Polizeihunde (Rassen und Namen)
7626," Besucherzeremoniell (Begrüßung, Verabschiedung, Musterabläufe)

(APZ 700.01 im Aktenplan des Auswärtigen Amtes)

+ Sind diese Informationen bereits unabhängig von dieser Anfrage öffentlich zugänglich bzw. vorhanden z.B. auf entsprechenden Internetseiten etc...?

 Die Kosten dürfen niemanden abschrecken, in Zukunft, wieder einen Antrag nach dem IFG zustellen. 

In einem Urteil stellte der Europäische Gerichtshof am 09.September 1999 u.a. fest, dass die Gebühren keinen abschreckenden Charakter haben dürfen.

Ob die Anfrage über eine ""einfache Anfrage"" hinausgeht lässt sich sicherlich schon frühzeitig feststellen.

Ich gehe aber nicht davon aus, dass für die Beantwortung meiner Fragen erheblich Ermittlungen notwendig werden.

Die beantragten Informationen dürften als Grundlage der täglichen Arbeit dienen.

Auch ohne genaue Kenntnis der Informationslage gehe ich davon aus, dass es ohne größeren Aufwand möglich ist, meinen Informationswunsch zu erfüllen.

Die (beabsichtigte) Nutzung der anfragten Information sowie die Nutzung der Anfrage selbst erfolgt meinerseits u.a. im Rahmen von Recherchearbeiten, die im öffentlichen Interesse sind."," Besucherzeremoniell (Begrüßung, Verabschiedung, Musterabläufe)  (APZ 700.01 im Aktenplan des Auswärtigen Amtes)"
169686,"Sind die WLAN Systeme (z.B. die Eduroam zur Verfügung stellen) der Hochschule so eingestellt, dass diese z.B. durch eine Rogue Accesspoint Containment Funktion andere WLAN Signale mithilfe von Deauth/Deassociationspaketen stören?
Wenn ja warum und welche Einstellungen liegen vor?
Wenn nein warum?",WLAN der Hochschule Karlsruhe
17975,"Informationen über Prof. Dr. Heinrich Kunstmann (Politiker, 09.12.1900 bis 02.03.1964): 
Verantwortlichkeiten, Beteiligung an Entscheidungen, Position und Arbeitsbeurteilungen/-Zeugnisse aus seiner Zeit in folgenden Organisationen soweit vorhanden:
ab 1930 Mitgliedschaft NSDAP, 
daneben Mitgliedschaften in folgenden Organisationen 
SA (wohl bis 1937), 
NS-Ärztebund und 
NS-Dozentenbund
In welcher Position und Beziehung stand er in Verbindung zu Gauleiter Karl Kaufmann gerade im Kontext seines Wechsels 1939 von Pforzheim nach Hamburg",Prof. Dr. Heinrich Kunstmann (09.12.1900 - 02.03.1964)
264949,"alle Unterlagen und Kommunikation zur Evaluierung des so genannten ""IT-Sicherheitsgesetzes 2.0"", d.h. des zweiten Gesetzes zur Erhöhung der Sicherheit informationstechnischer Systeme vom 18.Mai 2021. Personenbezogene Daten können geschwärzt werden.",Evaluierung IT-Sicherheitsgesetz
223642,"eine Auflistung aller Fälle, in denen Strafen nach der Wohnraumschutzsatzung verhängt wurden (also z.B. wegen Zweckentfremdung von Wohnraum durch Leerstand oder AirBnB) mit Angabe der ungefähren Maßnahme (z.B. Geldbuße im 4-stelligen Bereich, etc.) sowie eine Auskunft über Maßnahmen, die in der Vergangenheit ergriffen wurden um den Leerstand von Wohnraum in der unteren Adalbertstraße zu bekämpfen und/oder welche Maßnahmen (z.B. Strafen gemäß Wohnraumschutzsatzung, Enteignung) für die Zukunft angedacht sind oder durch die Verwaltung auf Machbarkeit überprüft werden sollen.",Maßnahmen gegen Leerstand von Wohnraum
5464,"DER SPIEGEL vom 14.10.2013 (42/2013), S. 34 berichtet über eine Stellungnahme des Bundesinnenministeriums im Vorfeld der gerade vorgenommenen Änderung des EuWG. Ich darf Sie bitten mir diese Stellungnahme und alle weiteren in Ihrem Hause im Hinblick auf eine Prüfung der Verfassungsmäßigkeit der Sperrklausel bei Europawahlen vorliegenden Informationen und Dokumente zuzusenden bzw. zur Verfügung zu stellen.

Ich verweise auf eine Anfrage auf Frag den Staat, der Sie Zugang zu den angefragten Dokumenten gewährt haben: https://fragdenstaat.de/a/4999",Stellungnahme zur Änderung der EuWG
173618,"Die „Sonderwagen 4“ (SW 4) der Polizeien von Bund und Ländern werden durch „Sonderwagen 5“ ersetzt. Das Bundesministerium des Innern beschafft für Bundesbehörden 10 und für Landesbereitschaftspolizeien 55 Stück. Die Fahrzeuge werden als Begleitfahrzeuge den Wasserwerferstaffeln zugeordnet. Die Landespolizeien sollen außerdem weitere SW 5 in eigener Verantwortung beschaffen.

Wie viele „Sonderwagen 5“ werden durch das Bundesministerium des Innern bzw. den Inspekteur der Bereitschaftspolizeien der Länder beschafft und wann soll die Auslieferung erfolgen?
Wie viele „Sonderwagen 5“ kauft das Bundesland in eigener Verantwortung?","Beschaffung von ""Sonderwagen 5"""
56276,"Sehr << Antragsteller:in >>

ich hatte Sie in folgender Anfrage um Vermittlung gebeten: 
https://fragdenstaat.de/anfrage/schweigepflicht-im-krankenhaus/

Sie haben 5 Monate nicht darauf reagiert. Leider kann ich Sie nur in einer gesonderten Anfrage anschreiben, da in der obigen nur die Charité erinnert werden kann. 

In der Anfrage eines anderen Petenten/Petentin hatten Sie geschrieben, dass die Charité Anfragen nicht Verweis auf eine Anonymität abweisen darf. Siehe hier: 
https://fragdenstaat.de/anfrage/einsichtsnahme-in-patientenakten/

Das entspricht auch nicht der Satzung dieser Plattform. Sie tut es regelmäßig. Nun in meinem Fall, seit 5 Monaten erhalte ich Ihre Unterstützung in der Anfrage #33377 nicht. 
Warum nicht?

Die Charité müsste nur ein Blatt oder zwei Blätter als Attachment senden. Das sollte kostenfrei gehen und vor allem schnell. Das ist auch noch ein Schweigepflichtsthema, dass bitte ernst genommen werden sollte. Bitt reagieren Sie jetzt darauf! Vielen Dank!

Freundliche Grüße","Ausbleibende Reaktion - Eingaben von Petenten, die nicht bearbeitet werden"
63143,"Die Aufgaben, Erwartungshorizonte und Lösungen für die Abitur-Prüfung im Fach Mathematik aus dem Jahr 2016 in Nordrhein-Westfalen.

Ich verweise auf eine Anfrage auf FragDenStaat, der Sie Zugang zu den angefragten Dokumenten gewährt haben: https://fragdenstaat.de/a/56748",Abitur-Aufgaben im Fach Mathematik im Jahr 2016 in Nordrhein-Westfalen
228546,"Welches Ministerium ist federführend bei der Erstellung der jeweils neuen Version der Corona-Bekämpfungsverordnung (CoBeVO)?
Welches Referat?
Welche Referate für welche Artikel?

Welches Ministerium ist für § 12 (Schule) zuständig?
Welches Referat?
Welcher Referent in welchem Ministerium?",CoBeVO - Verfasser?
859,"Ich bitte um Übersendung des Gutachtens ""Rechtsfragen im Kontext der Abgeordnetenkorruption"" bevorzugt in einem elektronischen Format.

Bitte beachten Sie dazu auch das kürzlich gesprochene Urteil des Verwaltungsgerichts Berlin (siehe 
http://www.berlin.de/sen/justiz/gerichte/vg/presse/archiv/20111201.1520.363369.html ).

Des Weiteren bitte ich darum, die Veröffentlichung des Gutachtens zu genehmigen.

Ich verweise auf eine Anfrage auf FragDenStaat.de, der Sie Zugang zu den angefragten Dokumenten gewährt haben: https://fragdenstaat.de/anfrage/393","Gutachten ""Rechtsfragen im Kontext der Abgeordnetenkorruption"""
245065,"Hallo,

Die DB Fernverkehr AG, dessen Eigentümer zu 100% der Bund ist,
hat ein Angebot names ""Bahn Card 100"" mit diesem Angebot kann man die Züge der deutschen Bahn unbegrenzt im Bundesgebiet nutzen.

Zusätzlich dazu gibt es Strecken, welche im Ausland liegen, jedoch von dem Angebot BC 100 erfasst werden.
(z.B. Außerfernbahn von Kempten (Bayern) über Reutte in Tirol (Österreich) nach Garmisch-Partenkirchen (Bayern) ).

Bezüglich einer Strecke in Baden-Württemberg, bei der der Fall ähnlich lagert, habe ich eine Anfrage an den Bahn-Comfort-Service (Zuständig für BC 100) der DB Fernverkehr, der SBB (Schweizer Bundesbahn) und den regionalen Ansprechpartner in Baden-Württemberg ""bwegt"" gestellt,
und wurde von allen drei Ansprechpartnern an eine jeweils andere Stelle verwiesen,
OHNE eine eindeutige Antwort zu erhalten.

Deswegen stelle ich meine Frage nun direkt an den Eigentümer der DB Fernverkehr AG bzw. das zuständige Verkehrsministerium.

Man kann mit der BC 100 die Eisenbahnstrecke von Singen (Hohentwiel) über Schaffhausen Richtung Basel nutzen. Schaffhausen liegt in der Schweiz.

In Schaffhausen zweigt eine Bahnstrecke Richtung Zürich ab.
Jene führt durch die Schweiz entlang des Rheinfalls und führt kurzzeitig (2 Bahnstationen) wieder über deutsches Hoheitsgebiet, ehe die Fahrt in tiefere Regionen der Schweiz weiterführt nach Zürich.
Die betreffenden deutschen Orte sind Jestetten und Lottstetten.
(Kartenlink zur besseren Übersicht unten angefügt)

Die Bahnstrecke von Lottstetten und Jestetten wird ausschließlich von Zügen der SBB bedient.
Bei dem regionalen Angebot Baden-Württemberg-Ticket kann man bis Lottstetten bzw. Jestetten -von Schaffhausen aus- reisen.
Fahrscheine des deutschen öffentlichen Personennahverkehrs werden bis dahin also anerkannt.

Bei der BahnCard 100 ist dies in den Beförderungsbedingungen angegebenem Tarifanzeiger nicht ersichtlich, dass eine Gültigkeit nach Jestetten/Lottstetten gegeben ist. 
Ob eine Anerkennung analog zu Nahverkehrsfahrscheinen von ""bwegt"" stattfindet, wollte mir bisweilen niemand VERBINDLICH sagen.

Deswegen die Frage kurz und knapp:
Darf man mit der BC 100 der DB Fernverkehr AG nach Lottstetten oder Jestetten, aus Deutschland über Schaffhausen kommend, reisen?

Zusatzfrage, falls es erlaubt ist:
Ist ein Ausstieg z.B. am Rheinfall zwischen Schaffhausen und Jestetten dann erlaubt oder muss man von Deutschland kommend zwingend nach Jestetten oder Lottstetten durchreisen?


Zu besseren Übersicht zu meiner Frage anbei eine Streckenkarte des Eisenbahnnetzes von Baden-Württemberg.
( Schaffhausen liegt unten, mittig im grauen Bereich (grauer Bereich = Ausland; Schweiz) ; Jestetten und Lottstetten südlich davon. )

https://assets.static-bahn.de/dam/jcr:b341fc96-dcdf-40bc-92ec-370286f29fcc/Liniennetzplan-BW-2021-2022.pdf

Beste Grüße und vielen Dank",BC 100 Gültigkeit nach Jestetten/Lottstetten (Ba-Wü) via Schaffhausen (Schweiz)
248163,"DirZA/ZA12 – Versammlungsrecht

1. Rechtsgrundlage zur Speicherung im Bereich Versammlungsrecht, insb. Dauer der Speicherung sowie Löschfristen.

2. Werden Akten angelegt zu den Anmeldern? Rechtsgrundlage? Löschfristen?

3. Werden Anmelder in polizeilichen Informationssystemen überprüft? Rechtsgrundlage?

4. Falls zutreffend, werden polizeiliche Erkenntnisse aus polizeilichen Informationssystemen zu den Akten der Anmelder genommen? Rechtsgrundlage? Löschfristen?",Rechtsgrundlage zur Speicherung im Bereich Versammlungsrecht
265118,"sämtliche interne Konzepte, Weisungen, Pläne sowie Kommunikation zu den getroffenen bzw. zu treffenden Maßnahmen nach der Kurzfristenergieversorgungssicherungsmaßnahmenverordnung (EnSikuMaV) sowie Mittelfristenergieversorgungssicherungsmaßnahmenverordnung (EnSimiMaV) für ihre Liegenschaften. Personenbezogene Daten dürfen geschwärzt werden, sofern es sich nicht um politische Mandatsträger (z.B. Minister, Staatssektretäre) oder Staatsanwälte handelt.",Unterlagen zu Energieversorgungssicherungsmaßnahmen
153675,Wie viele Cyber-Attacken gab es in Hamburg auf Behörden und öffentliche Stellen in den Jahren 2014 - 2018 ?,Cyber-Attacken
191082,"Sämtliche internen Dokumente zum Umgang mit Rassismus in ihrem Hause. Das kann z.B. umfassen: Informationsmaterialien, Schulungsunterlagen, Handreichungen, Weisungen, etc. zum Umgang mit rassistischen Vorfällen oder Äußerungen, zu strukturellem Rassismus oder umgekehrt zu anti-rassistischer Arbeit; ebenso Beschwerdestatistiken oder sonstige Dokumente zum Thema.",Interne Weisungen & Dokumente zum Umgang mit Rassismus
189774,"Wie hoch waren die Einsparungen im laufenden Geschäftsbetrieb durch die Covid19-Krise vom März bis Mai 2020 für
- den laufenden Geschäftsbetrieb, z.B. für Strom, Wasser, Papier etc. durch die Anordnung / Wahrnehmung von Home Office-Regelungen
- Absage von Veranstaltungen und Dienstreisen
- Einsparungen durch Verringerungen von Wach- und Schutzleistungen
- sonstige Einsparungen 

Dabei reichen mir ungefähre Zahlen, um hier einen Eindruck zu gewinnen.",Einsparungen im Geschäftsbetrieb durch Covid 19
215779,Eine Aufstellung der aktuell bekannten Mortalitätsraten von Sars-Cov2 mit mindestens zwei weiteren Infektionskrankheiten vergleichbarer Mortalität.,Mortalitätsvergleich mit Sars-Cov2
277253,"Sehr geehrte Damen und Herren,

ich beziehe mich auf meine Beschwerde vom 19.03.2023 über die Straßenzustände in der Schönen Aussicht sowie im Kohlberg und die bisher nicht erfolgte Beseitigung der Schlaglöcher und Verbesserung der Straßenverhältnisse. 

Da bisher keine zufriedenstellende Antwort oder Maßnahmen erfolgt sind, stelle ich hiermit einen Antrag auf Aktenauskunft nach den folgenden Rechtsgrundlagen:

1. § 9 Abs. 1 des Thüringer Transparenzgesetzes (ThürTG),
2. § 3 Thüringer Umweltinformationsgesetz (ThürUIG), soweit Umweltinformationen im Sinne des § 2 Abs. 3 ThürUIG betroffen sind,
3. § 1 des Gesetzes zur Verbesserung der gesundheitsbezogenen Verbraucherinformation (VIG), soweit Informationen im Sinne des § 1 Abs. 1 VIG betroffen sind.
Im Rahmen dieser Anfrage möchte ich die zuständige Behörde auch auf die Pflicht zur Behebung der Mängel an der Straße hinweisen, um das Wohl der Anwohner sicherzustellen. Die Straßenzustände gefährden nicht nur den Verkehr, sondern stellen auch ein erhebliches Risiko für die Gesundheit und Sicherheit der Anwohner dar. Ich erwarte, dass die zuständige Behörde ihrer Verantwortung nachkommt und umgehend Maßnahmen ergreift, um die Situation zu beheben.

Ich bitte um folgende Informationen:

1. Den aktuellen Stand der Prüfung meiner Beschwerde und die dabei bisher getroffenen Entscheidungen.

2. Die Gründe für die bisher nicht erfolgte Beseitigung der Schlaglöcher und Verbesserung der Straßenverhältnisse.

3. Die geplanten Maßnahmen und den Zeitplan für die Beseitigung der Schlaglöcher und die Verbesserung der Straßenverhältnisse.

4. Die Verantwortlichen für die Planung und Umsetzung der Maßnahmen zur Straßeninstandsetzung.

5. Informationen über die bisherige Kommunikation zwischen den zuständigen Behörden und Dienststellen bezüglich der Beschwerde und der daraus resultierenden Maßnahmen.

6. Eine Aufstellung der bisher durchgeführten Prüfungen und Kontrollen im Zusammenhang mit den Straßenschäden in der betroffenen Gegend.

7. Eine Darstellung der gesetzlichen Grundlagen, auf denen die Pflicht zur Instandsetzung der Straßen und die Gewährleistung der Sicherheit der Anwohner beruht.


Bitte stellen Sie mir die angeforderten Informationen so bald wie möglich, spätestens jedoch innerhalb der gesetzlichen Frist von einem Monat gemäß § 5 Abs. 2 ThürTG zur Verfügung.

Sollten Sie für diesen Antrag Gebühren erheben, bitte ich um eine Benachrichtigung und eine Aufstellung der zu erwartenden Kosten.

Da die Situation für die Anwohner bereits seit geraumer Zeit besteht und zunehmend kritischer wird, bitte ich um eine Rückmeldung per E-Mail, um eine schnelle Kommunikation zu gewährleisten.

Meine Anfrage vom 19.03.2023:
""Sehr geehrte Damen und Herren,
mit dieser Mail möchte ich mich über die Straßensituation in der Schönen Aussicht sowie im Kohlberg beschweren.
Die Straßenzustände sind mittlerweile fast unzumutbar man weiß hier nicht mehr wo man noch ausweichen soll bei so vielen Löchern auf der Straße!!!!
Im Anhang befinden sich 5 Bilder wo man alle Löcher sieht! Teils sind die Löcher wieder 40 cm Groß und 10 cm Tief!
Ich bitte hier um unverzügliches Handeln vor Ort und Beseitigung ALLER Löcher auf der Straße von der Kreuzung Hopfengarten / Kohlberg bis zu Schön Aussicht bis Hausnummer 5!!!
Auch bitte ich um Rückmail WANN und an WENN die Mail weitergeleitet wurde!  Zudem möchte ich Zeitnah eine Antwort des Zuständigen Amtes haben!""

Mit freundlichen Grüßen,","Antrag auf Aktenauskunft und dringende Instandsetzung der Straßen in Schöne Aussicht und Kohlberg (ThürTG, ThürUIG, VIG)"
245736,"Wie viele Bahncards hat die DB ihrerseits in den letzten 5 Jahren gekündigt, weil sie die physische Bahncard nicht postalisch zustellen konnte?",Kündigung von Barnards wegen Umzug
225138,"I. Wieviele Prüfungen der medizinischen Notwendigkeit einer Liposuktion bei Lipödem sind seit dem 01.01.2016  erfolgt?  

1) Wieviele davon erfolgten im Auftrag von Beihilfestellen?
In wievielen Fällen wurde die medizinische Indikation / Notwendigkeit bejaht? In wievielen verneint?
Mit welcher Begründung geschah dies jeweils? 
Welches Stadium / Typ des Lipödems bestand jeweils? 
In wievielen Fällen ging eine konservative Behandlung (KPE) voraus und in welchem Umfang?
In wievielen Fällen wurde das Ergebnis der Prüfung beanstandet? Gab es z.B. Dienstaufsichtsbeschwerden oder ähnliche Maßnahmen? Wieviele? Wie gingen diese aus? Wurden Gutachten korrigiert oder zurückgenommen?

2) Wieviele davon erfolgten zum Zweck der steuerlichen Absetzbarkeit (§§ 33 EStG, 64 EStDV)?
In wievielen Fällen wurde die medizinische Indikation / Notwendigkeit bejaht? In wievielen verneint?
Mit welcher Begründung geschah dies jeweils? 
Welches Stadium / Typ des Lipödems bestand jeweils? 
In wievielen Fällen wurde das Ergebnis der Prüfung beanstandet? Gab es Dienstaufsichtsbeschwerden oder ähnliche Maßnahmen? Wieviele? Wie gingen diese aus? Wurden Gutachten korrigiert oder zurückgenommen?

3) Gab es Fälle in denen, die medizinische Notwendigkeit sowohl für die Frage der Beihilfefähigkeit geprüft wurde und gleichzeitig (ggf. auf gesonderten Antrag hin) für die Frage der steuerlichen Absetzbarkeit (§§ 33 EStG, 63 EStDV)? Falls ja, wieviele? Erfolgte die Prüfung durch dieselbe Person, die die Prüfung für die Beihilfe vorgenommen hat?

In wievielen Fällen wurde trotz Verneinung der medizinischen Notwendigkeit im Rahmen der Prüfung auf Antrag der Beihilfestelle die Bescheinigung nach §§ 33 EStG, 64 EStDV ausgestellt?

II. Wieviele verschiedene Personen sind mit dieser Fragestellung betraut?
Erfolgte die Prüfung der „Liposuktions-Fälle“ immer durch dieselbe Person? Welcher Fachrichtung gehörte(n) die Person / die Personen jeweils an?
Wonach richtet sich, wer diese Fälle bearbeitet?
Erfolgte die Entscheidung durch einen Facharzt der Richtung Dermatologie, Phlebologie, Lymphologie, Angiologie, Gefäßchirurgie oder plastische Chirurgie?
Werden solche Fachärzte hinzugezogen? In wievielen Fällen?
Welche Erkenntnisquellen, Studien, Publikationen o.ä. werden / wurden den Entscheidungen jeweils zugrunde gelegt?

IV. Gibt es interne Leitlinien / Anweisungen / Vermerke / Protokolle o.ä. betreffend den Umgang mit Anfragen zu Liposuktion bei Lipödem ? Falls ja, geben Sie sie bitte heraus.

V. Sollte der Informationszugang Ihres Erachtens gebührenpflichtig sein, möchte ich Sie bitten, mir dies vorab mitzuteilen und detailliert die zu erwartenden Kosten aufzuschlüsseln. Meines Erachtens handelt es sich um eine einfache Auskunft. Gebühren fallen somit nach § 10 IFG bzw. den anderen Vorschriften nicht an. Auslagen dürfen nach BVerwG 7 C 6.15 nicht berechnet werden.

Ich bitte um elektronische Übermittlung der begehrten Informationen / Unterlagen.",Liposuktion bei Lipödem
200529,"Bitte übermitteln Sie mir die Daten des Sentinelsystems ICD10-Code basierte KH-Surveillance ICOSARI für 2020 oder teilen Sie mir mit, wo ich dieses abrufen kann",ICO SARI Daten 2020
35317,"Wie viele Einsätze der Polizei gab es während den Weihnachtstagen(24-26.12.2018) in den einzelnen Bezirken?
Ich bitte um Antwort in maschinenlesbarer Form.",Einsätze an Weihnachten 2018
17157,Eine Liste aller indizierten Spiele und Filme(auch Serien,Indizierte Spiele und Filme(auch Serien
11194,"Dies ist ein Antrag auf Aktenauskunft nach § 1 des Gesetzes zur Regelung des Zugangs zu Informationen des Bundes (IFG) sowie § 3 Umweltinformationsgesetz (UIG), soweit Umweltinformationen im Sinne des § 2 Abs. 3 UIG betroffen sind, sowie § 1 des Gesetzes zur Verbesserung der gesundheitsbezogenen Verbraucherinformation (VIG), soweit Informationen im Sinne des § 1 Abs. 1 VIG betroffen sind. Ausschlussgründe liegen m.E. nicht vor. M.E. handelt es sich um eine einfache Auskunft. Gebühren fallen somit nach § 10 IFG bzw. den anderen Vorschriften nicht an. Sollte die Aktenauskunft Ihres Erachtens gebührenpflichtig sein, bitte ich, mir dies vorab mitzuteilen und dabei die Höhe der Kosten anzugeben. Ich verweise auf § 7 Abs. 5 IFG/§ 3 Abs. 3 Satz 2 Nr. 1 UIG/§ 4 Abs. 2 VIG und bitte, mir die erbetenen Informationen unverzüglich, spätestens nach Ablauf eines Monats zugänglich zu machen. Sollten Sie für diesen Antrag nicht zuständig sein, bitte ich, ihn an die zuständige Behörde weiterzuleiten und mich darüber zu unterrichten. Ich bitte um eine Antwort in elektronischer Form (E-Mail) gemäß § 8 EGovG. Eine Antwort an meine persönliche E-Mail-Adresse bei meinem Telekommunikationsanbieter FragDenStaat.de stellt keine öffentliche Bekanntgabe des Verwaltungsaktes nach § 41 VwVfG dar. Ich behalte mir vor, nach Eingang Ihrer Auskünfte um weitere ergänzende Auskünfte nachzusuchen. Ich bitte um Empfangsbestätigung und danke Ihnen für Ihre Mühe.","Alle Mitteilungen gemäß § 44 Abs. 2 AsylVfG (sog ""Zugangsprognosen"") für den Zeitraum 2014-2015"
266424,"Unterlagen im Zusammenhang mit der Versammlung ""Heibo bleibt – Unser Wald bleibt und wir auch!“ im Waldgebiet zwischen Ottendorf-Okrilla und Würschnitz, Gemarkung Laußnitz, Flurstück 1213, 1217, 1221 und 1222, wie folgt:

- Konzept des Ministeriums zur künftigen Fortführung der Versammlung
- diesbezügliche Kommunikation mit Dritten (insb. KBO, Ämter, Ministerien, Gemeinden, Staatsbetrieb Sachsenforst)
- Ton- und Bildaufnahmen der bisherigen Versammlung
- Verfahren zu Schwarzbauten
- Anforderungen von Polizei und Spezialeinheiten der Polizei
- Terminkalender vom Staatsminister Martin Dulig und Staatssekretär*innen Ines Fröhlich und Thomas Kralinski vom 01.09.2021 bis 31.03.2023
- alle sonstigen Unterlagen zur Versammlung","Unterlagen im Zusammenhang mit der Versammlung ""Heibo bleibt"""
185593,Was für Bauarbeiten finden derzeit vor dem Hauptbahnhof Hannover/Ernst-August-Platz statt? Aus welcher Notwendigkeit würden hier Bautätigeiten angestrengt und was werden diese Kosten?,Bauarbeiten Ernst-August-Platz
190443,"Wie hoch waren die Einsparungen im laufenden Geschäftsbetrieb durch die Covid19-Krise vom März bis Mai 2020 für
- den laufenden Geschäftsbetrieb, z.B. für Strom, Wasser, Papier etc. durch die Anordnung / Wahrnehmung von Home Office-Regelungen
- Absage von Veranstaltungen und Dienstreisen
- Einsparungen durch Verringerungen von Wach- und Schutzleistungen
- sonstige Einsparungen 

Dabei reichen mir ungefähre Zahlen, um hier einen Eindruck zu gewinnen.",Einsparungen im Geschäftsbetrieb durch Covid 19
272253,"Die Rechtsgrundlage, die die Reduzierung der Schlaf-, Wohnfläche in BW (von 7m² auf 4,5m²) bei der vorläufigen Unterbringung gestattet.
Wie wurde diese Regelung zeitlich beschränkt?
Welche Behörde veranlasste diese Regelung?
Die 4,5m² werden bundesweit angewendet. Wann stimmten sich die Länder ab? 
Legt in BW ein Regierungspräsidium die Vorgabe für alle RPs? Wenn ja, welches?","Reduzierung der Schlaf- Wohnfläche in der vorläufigen Unterbringung von 7m² auf 4,5m²"
261843,"Dokumente, die den Stand des Regierungsvorhabens zum Thema Cannabis zu Genusszwecken (siehe Koalitionsvertrag), dokumentieren.",Stand des Regierungsvorhabens „Cannabis zu Genusszwecken“
274208,"die Standortbescheinigungen 680079, 680620 und 69018907 und falls vorhanden, jeweils das technische Datenblatt
Dankeschön! :)",Standortbescheinigung STOB 680079 und 680620 und 69018907
250381,"Machbarkeitsstudien, Gutachten, Standortentwicklungskonzepte, Aufstellungsbeschlüsse BPlan, welche die Grundstücke Michelangelostraße 60/62 betreffen;
Insbesondere die vom Stadtentwicklungsamt beauftragte und durch das Büro für Wirtschaftsförderung begleitete städtebauliche Machbarkeitsstudie für die Neuordnung und Optimierung des Standortes.","Machbarkeitsstudien, Gutachten, Planungen - Michelangelostraße 60/62"
196634,"Antrag nach dem LIFG/UVwG/VIG

Sehr geehrte Damen und Herren, 

bitte senden Sie mir Folgendes zu:

Die letzten zwei Kontrollberichte/Prüfberichte des 
Schlachthofes Rottenburg 
Tübinger Str. 31
72108 Rottenburg am Neckar 

Dies ist ein Antrag auf Aktenauskunft nach § 1 Abs. 2 des Landesinformationsfreiheitsgesetzes (LIFG), nach § 25 des Umweltverwaltungsgesetzes (UVwG), soweit Umweltinformationen im Sinne des § 2 Abs. 3 Umweltinformationsgesetzes des Bundes (UIG) betroffen sind, sowie nach § 2 Abs. 1 des Gesetzes zur Verbesserung der gesundheitsbezogenen Verbraucherinformation (VIG), soweit Verbraucherinformationen betroffen sind.

Sollte die Aktenauskunft Ihres Erachtens gebührenpflichtig sein, bitte ich, mir dies vorab mitzuteilen und dabei die Höhe der Kosten anzugeben. Es handelt sich meines Erachtens um eine einfache Auskunft bei geringfügigem Aufwand. Gebühren fallen somit nicht an. 

Ich verweise auf § 7 Abs. 7 LIFG/§243 Abs. 3 UVwG/§ 5 Abs. 2 VIG und bitte, mir die erbetenen Informationen unverzüglich, spätestens nach Ablauf eines Monats zugänglich zu machen.

Sollten Sie für diesen Antrag nicht zuständig sein, bitte ich, ihn an die zuständige Behörde weiterzuleiten und mich darüber zu unterrichten. Ich widerspreche ausdrücklich der Weitergabe meiner Daten an Dritte. 

Ich bitte um eine Antwort in elektronischer Form (E-Mail) und um eine Empfangsbestätigung. Vielen Dank für Ihre Mühe!

Mit freundlichen Grüßen",Kontrollberichte Schlachthof Rottenburg
191280,"Sämtliche internen Dokumente zum Umgang mit Rassismus in ihrem Hause. Das kann z.B. umfassen: Informationsmaterialien, Schulungsunterlagen, Handreichungen, Weisungen, etc. zum Umgang mit rassistischen Vorfällen oder Äußerungen, zu strukturellem Rassismus oder umgekehrt zu anti-rassistischer Arbeit; ebenso Beschwerdestatistiken oder sonstige Dokumente zum Thema.",Interne Weisungen & Dokumente zum Umgang mit Rassismus
189503,"Nach aktueller Gesetzeslage gelten im Sektor ""Wasser"" die Bereiche ""Trinkwasser"" und ""Abwasser"" als kritische Infrastruktur im Sinne des BSIG. Einrichtungen der Bereiche ""Hochwasserschutz"" und ""(Niederschlags-)Entwässerung"" gelten nicht als kritische Infrastruktur, obwohl entsprechende Anlagen (z. B. Sperrwerke, Pumpwerke) über Computer gesteuert werden und deren Ausfall zu erheblichen Schadenslagen führen können. Eine entsprechende Ergänzung des BSIG ist auch im aktuellen Entwurf des IT-Sicherheitsgesetztes nicht vorgesehen. Bitte senden Sie mir die Begründung zu, warum auch im neuen IT-Sicherheitsgesetz die Bereiche ""Hochwasserschutz"" und ""(Niederschlags-)Entwässerung"" nicht zur kritischen Infrastruktur erklärt werden sollen.

Vielen Dank!",Hochwasserschutz im IT-Sicherheitsgesetz
